course_id,name,account_id,term_id,term_name,total_students,n_students_with_grades,grade_mean,grade_variance,pass_rate,n_assignments,n_modules,recommendation
83030,PSIC DEL DES II: ADOLES Y ADUL-P04,247,336,Segundo Semestre - 2025-Periodo Completo,36,36,25.72222222222222,25.426758773551832,0.19444444444444445,3,10,MEDIUM POTENTIAL
82859,PSIC DEL DES II: ADOLES Y ADUL-P01,247,336,Segundo Semestre - 2025-Periodo Completo,50,50,19.2,21.52725017274617,0.02,4,10,MEDIUM POTENTIAL
85874,PROCESOS PSICOLÓGICOS II-P05,247,336,Segundo Semestre - 2025-Periodo Completo,53,53,86.42547169811321,19.17603206895463,0.9622641509433962,4,4,MEDIUM POTENTIAL
81939,TALLER DE HABILID. PROF. II-P02,247,336,Segundo Semestre - 2025-Periodo Completo,32,32,35.225625,15.639635133511748,0.15625,11,9,MEDIUM POTENTIAL
82816,INTERVENCIÓN CLÍNICA ADULTO-P06,247,336,Segundo Semestre - 2025-Periodo Completo,54,54,98.88888888888889,75.81663727477181,0.7037037037037037,2,10,LOW - Few assignments
82928,TEORÍAS PSICOLÓGICAS IV-P02,247,336,Segundo Semestre - 2025-Periodo Completo,42,42,12.232857142857142,23.461747112076296,0.16666666666666666,2,10,LOW - Few assignments
86692,PROCESOS PSICOLÓGICOS II-P09,247,336,Segundo Semestre - 2025-Periodo Completo,47,47,64.81702127659575,6.399163148377084,0.851063829787234,5,4,LOW - Low grade variance
82863,PSICOPAT Y PSICOF INF JUVENIL-P07,247,336,Segundo Semestre - 2025-Periodo Completo,38,38,2.296578947368421,4.484116574565567,0.0,2,2,LOW - Low grade variance
81945,INTRODUCCIÓN A LA NEUROCIENCIA-P05,247,336,Segundo Semestre - 2025-Periodo Completo,50,50,1.5714,3.605495810564755,0.0,26,19,LOW - Low grade variance
82959,TEORÍA PSICOLÓGICAS II-P02,247,336,Segundo Semestre - 2025-Periodo Completo,50,50,6.562600000000001,3.421875398082169,0.0,24,10,LOW - Low grade variance
81941,INTRODUCCIÓN A LA NEUROCIENCIA-P09,247,336,Segundo Semestre - 2025-Periodo Completo,54,54,1.4022222222222223,3.381352822995591,0.0,26,19,LOW - Low grade variance
81950,INTRODUCCIÓN A LA NEUROCIENCIA-P01,247,336,Segundo Semestre - 2025-Periodo Completo,51,51,1.1903921568627451,2.897476901587414,0.0,26,19,LOW - Low grade variance
82880,INTERVENCIÓN CLÍNICA ADULTO-P01,247,336,Segundo Semestre - 2025-Periodo Completo,52,52,0.0,0.0,0.0,1,10,LOW - Low grade variance
82887,INTRO. A LA INVEST. EN PSICO.-P05,247,336,Segundo Semestre - 2025-Periodo Completo,49,49,0.0,0.0,0.0,20,19,LOW - Low grade variance
82913,OPTATIVO DE ESPECIALIDAD IV-P02,247,336,Segundo Semestre - 2025-Periodo Completo,56,56,0.0,0.0,0.0,1,10,LOW - Low grade variance
82968,INTRO. A LA INVEST. EN PSICO.-P03,247,336,Segundo Semestre - 2025-Periodo Completo,50,50,0.0,0.0,0.0,20,25,LOW - Low grade variance
83002,INTRO. A LA INVEST. EN PSICO.-P01,247,336,Segundo Semestre - 2025-Periodo Completo,44,44,0.0,0.0,0.0,20,19,LOW - Low grade variance
85872,EPISTEMOLOGÍA APLIC. PSICO.-P01,247,336,Segundo Semestre - 2025-Periodo Completo,47,47,0.0,0.0,0.0,22,19,LOW - Low grade variance
