course_id,name,account_id,term_id,term_name,total_students,n_students_with_grades,grade_mean,grade_variance,pass_rate,n_assignments,n_modules,recommendation
80686,BROMAT Y BIOQUÍM DE LOS ALIMEN-P01,260,336,Segundo Semestre - 2025-Periodo Completo,35,35,62.579428571428565,27.43877672646683,0.6857142857142857,14,12,HIGH POTENTIAL
80694,MICROBIOLOGÍA Y PARASITOLOGÍA-P06,260,336,Segundo Semestre - 2025-Periodo Completo,39,39,64.8994871794872,22.082337523601208,0.7435897435897436,28,19,HIGH POTENTIAL
80699,MICROBIOLOGÍA Y PARASITOLOGÍA-P11,260,336,Segundo Semestre - 2025-Periodo Completo,56,56,56.95660714285714,17.445104642521365,0.6428571428571429,28,19,HIGH POTENTIAL
80692,QUÍMICA ORGÁNICA-P01,260,336,Segundo Semestre - 2025-Periodo Completo,52,52,10.520576923076922,17.470646966737966,0.0,24,19,MEDIUM POTENTIAL
80693,QUÍMICA ORGÁNICA-P05,260,336,Segundo Semestre - 2025-Periodo Completo,55,55,8.448727272727274,15.573436948219404,0.0,24,19,MEDIUM POTENTIAL
83120,DIETOTERAPIA DEL ADULTO II-P01,260,336,Segundo Semestre - 2025-Periodo Completo,32,32,21.964375,38.29575971448242,0.25,1,9,LOW - Few assignments
83118,DIETOTERAPIA DEL ADULTO II-P05,260,336,Segundo Semestre - 2025-Periodo Completo,33,33,13.073636363636362,31.74597314651551,0.12121212121212122,1,9,LOW - Few assignments
83128,NUTRI. MATERNO INFANTO-JUV. I-P01,260,336,Segundo Semestre - 2025-Periodo Completo,49,49,45.61224489795919,10.183653020305837,0.0,2,13,LOW - Few assignments
83157,NUTRI. MATERNO INFANTO-JUV. I-P10,260,336,Segundo Semestre - 2025-Periodo Completo,32,32,47.34375,9.268931218727433,0.0,2,13,LOW - Low grade variance
80685,SALUD PÚBLICA Y NUTRICIÓN-P01,260,336,Segundo Semestre - 2025-Periodo Completo,35,0,0.0,0.0,,13,10,SKIP - No grades
80687,VALORACIÓN NUTRICIONAL II-P10,260,336,Segundo Semestre - 2025-Periodo Completo,27,0,0.0,0.0,,0,16,SKIP - No grades
80689,BASES DE LA NUTRICIÓN II-P04,260,336,Segundo Semestre - 2025-Periodo Completo,31,0,0.0,0.0,,5,10,SKIP - No grades
80691,BASES DE LA NUTRICIÓN II-P01,260,336,Segundo Semestre - 2025-Periodo Completo,32,0,0.0,0.0,,6,10,SKIP - No grades
80695,PLANIFICACIÓN ALIMENTARIA I-P04,260,336,Segundo Semestre - 2025-Periodo Completo,37,0,0.0,0.0,,6,9,SKIP - No grades
80696,PLANIFICACIÓN ALIMENTARIA I-P01,260,336,Segundo Semestre - 2025-Periodo Completo,38,0,0.0,0.0,,7,9,SKIP - No grades
80697,VALORACIÓN NUTRICIONAL II-P01,260,336,Segundo Semestre - 2025-Periodo Completo,20,0,0.0,0.0,,0,16,SKIP - No grades
80701,SALUD PÚBLICA Y NUTRICIÓN-P04,260,336,Segundo Semestre - 2025-Periodo Completo,43,0,0.0,0.0,,14,11,SKIP - No grades
80702,AS SOCIOANTROP DE LA NUTRICIÓN-P04,260,336,Segundo Semestre - 2025-Periodo Completo,34,0,0.0,0.0,,0,25,SKIP - No grades
80703,AS SOCIOANTROP DE LA NUTRICIÓN-P01,260,336,Segundo Semestre - 2025-Periodo Completo,44,0,0.0,0.0,,0,22,SKIP - No grades
80704,PRINCIPIOS EN ECONOMÍA Y ADM.-P01,260,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,0,10,SKIP - No grades
80706,FISIOPATOLOGÍA-P02,260,336,Segundo Semestre - 2025-Periodo Completo,35,0,0.0,0.0,,0,14,SKIP - No grades
80707,VALORACIÓN NUTRICIONAL II-P17,260,336,Segundo Semestre - 2025-Periodo Completo,47,0,0.0,0.0,,0,10,SKIP - No grades
80709,FISIOPATOLOGÍA-P01,260,336,Segundo Semestre - 2025-Periodo Completo,32,0,0.0,0.0,,0,14,SKIP - No grades
80710,PRINCIPIOS EN ECONOMÍA Y ADM.-P02,260,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
83119,PRÁC PROF GEST E INOC ALIMENT-P01,260,336,Segundo Semestre - 2025-Periodo Completo,47,0,0.0,0.0,,0,10,SKIP - No grades
83121,GERIAT Y GERONT APLICADA (A S)-P01,260,336,Segundo Semestre - 2025-Periodo Completo,32,0,0.0,0.0,,0,13,SKIP - No grades
83126,ADM. DE EMPRESAS DE ALIMENTOS-P04,260,336,Segundo Semestre - 2025-Periodo Completo,22,0,0.0,0.0,,0,10,SKIP - No grades
83130,PRÁCT. PROF. ALIMENTACIÓN INST-P01,260,336,Segundo Semestre - 2025-Periodo Completo,45,0,0.0,0.0,,0,10,SKIP - No grades
83132,DIETOTERAPIA DEL ADULTO II-P09,260,336,Segundo Semestre - 2025-Periodo Completo,65,0,0.0,0.0,,0,10,SKIP - No grades
83133,FORMULACIÓN DE ALIMENTOS-P05,260,336,Segundo Semestre - 2025-Periodo Completo,34,0,0.0,0.0,,0,10,SKIP - No grades
83134,ADM. DE EMPRESAS DE ALIMENTOS-P01,260,336,Segundo Semestre - 2025-Periodo Completo,29,0,0.0,0.0,,0,10,SKIP - No grades
83142,FOR DE PROY EN SALUD Y ALIMENT-P01,260,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,5,13,SKIP - No grades
83147,ATEN. PRIMARIA Y SALUD PÚBLICA-P01,260,336,Segundo Semestre - 2025-Periodo Completo,52,0,0.0,0.0,,12,10,SKIP - No grades
83151,A. DE LA CALIDAD E INOC.ALIM.I-P01,260,336,Segundo Semestre - 2025-Periodo Completo,46,0,0.0,0.0,,6,11,SKIP - No grades
83152,GERIAT Y GERONT APLICADA (A S)-P05,260,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,0,13,SKIP - No grades
83153,GERIAT Y GERONT APLICADA (A S)-P08,260,336,Segundo Semestre - 2025-Periodo Completo,43,0,0.0,0.0,,0,10,SKIP - No grades
83154,FORMULACIÓN DE ALIMENTOS-P01,260,336,Segundo Semestre - 2025-Periodo Completo,38,0,0.0,0.0,,0,10,SKIP - No grades
84310,ANATOMÍA GENERAL-P01,260,336,Segundo Semestre - 2025-Periodo Completo,37,0,0.0,0.0,,0,10,SKIP - No grades
85969,INT. CICL INICIAL (EV. CICL)-P01,260,336,Segundo Semestre - 2025-Periodo Completo,20,0,0.0,0.0,,4,26,SKIP - No grades
86534,INTE DE CICL INTERM (EV CICLO)-P13,260,336,Segundo Semestre - 2025-Periodo Completo,50,0,0.0,0.0,,40,20,SKIP - No grades
