course_id,name,account_id,term_id,term_name,total_students,n_students_with_grades,grade_mean,grade_variance,pass_rate,n_assignments,n_modules,recommendation
83168,MICROBIOLOGÍA Y PARASITOLOGÍA-P32,262,336,Segundo Semestre - 2025-Periodo Completo,56,56,47.0225,16.715018081482462,0.39285714285714285,28,19,HIGH POTENTIAL
83182,MICROBIOLOGÍA Y PARASITOLOGÍA-P26,262,336,Segundo Semestre - 2025-Periodo Completo,54,54,43.88407407407408,16.099558369663956,0.25925925925925924,28,19,HIGH POTENTIAL
83194,SALUD PÚBLICA-P01,262,336,Segundo Semestre - 2025-Periodo Completo,37,37,56.91729729729729,12.906285216932233,0.5675675675675675,6,14,HIGH POTENTIAL
83169,METOD. DE INVEST. FARMACÉUTICA-P01,262,336,Segundo Semestre - 2025-Periodo Completo,47,47,86.35340425531915,14.384133734940827,0.9787234042553191,4,10,MEDIUM POTENTIAL
83160,FARMACOGNOSIA Y FITOTERAPIA-P05,262,336,Segundo Semestre - 2025-Periodo Completo,50,50,24.0,42.708313008125245,0.24,1,12,LOW - Few assignments
83173,FARMACOGNOSIA Y FITOTERAPIA-P01,262,336,Segundo Semestre - 2025-Periodo Completo,46,46,23.91304347826087,42.65525406597518,0.2391304347826087,1,13,LOW - Few assignments
85862,QUÍMICA INORGÁNICA-P06,262,336,Segundo Semestre - 2025-Periodo Completo,29,29,19.70413793103448,31.480123615982308,0.20689655172413793,2,18,LOW - Few assignments
85863,QUÍMICA INORGÁNICA-P01,262,336,Segundo Semestre - 2025-Periodo Completo,51,51,10.36392156862745,24.99701653401245,0.13725490196078433,2,18,LOW - Few assignments
83189,SALUD PÚBLICA-P02,262,336,Segundo Semestre - 2025-Periodo Completo,28,28,68.41107142857142,9.573961092196791,0.9285714285714286,6,13,LOW - Low grade variance
83181,METOD. DE INVEST. FARMACÉUTICA-P02,262,336,Segundo Semestre - 2025-Periodo Completo,23,23,55.13173913043478,8.624004745185996,0.5217391304347826,4,10,LOW - Low grade variance
83167,PRÁ III: FARM CLÍN  (EV.CICLO)-P01,262,336,Segundo Semestre - 2025-Periodo Completo,29,29,28.303793103448278,7.038198443955964,0.0,15,10,LOW - Low grade variance
83203,TECNOLOGÍA COSMÉTICA-P01,262,336,Segundo Semestre - 2025-Periodo Completo,59,59,82.76237288135593,6.064601748625713,1.0,17,10,LOW - Low grade variance
